Date	NOX	NH4	PO4	TotP	Si	Chl	O2	SST	delT	U	AirT	Humidity	CC	Prec(mm/d)	swr(w/m2)	inflow(m3/s)	outflow(m3/s)	month	Ice_d	days from iceoff	MLD	W	thermD	YY
2012-05-22	0.078	0.381	0.073	0.519	5.1	2.06	341.8	11.419166666666667	1.562166666666668	3.979958333333333	12.6475	70.95833333333333	0.4041666666666665	0.0	724.0	1.105	-2.027	5	79	56.0	-3.798207815012351	0.3702733636548903	-8.5781	2012
2012-05-29	0.157	0.457	0.111	0.435	7.4	1.456	315.5475	13.279666666666666	2.7976666666666663	4.991458333333334	8.574999999999998	63.29166666666666	0.1958333333333333	0.0	751.0	0.886	-1.792	5	79	63.0	-6.924020150708754	0.7904778672860402	-11.4463	2012
2012-06-18	0.101	0.564	0.068	0.413	15.4	1.877	298.2025	15.4545	2.9075000000000006	5.176458333333333	15.445833333333333	81.79166666666667	0.6250000000000002	8.0	776.0	1.124	-1.477	6	79	83.0	-5.678138091421169	1.972473515489729	-12.5062	2012
2012-07-24	0.731	4.714	0.124	1.005	41.7	11.018	282.6575	18.499666666666663	0.1676666666666655	6.664000000000001	20.214166666666667	81.08333333333333	0.8416666666666668	0.0	461.0	1.033	-1.082	7	79	119.0	-10.10946039478525	1.8113895358218968	-15.0	2012
2012-07-31	0.3	1.821	0.049	0.755	43.8	22.232	335.8625	20.520333333333333	4.513333333333332	3.6919166666666654	16.317083333333333	87.95833333333333	0.2791666666666665	10.699999999999996	724.0	0.662	-1.011	7	79	126.0	-6.088781858470258	2.752265239461761	-9.4215	2012
2012-08-09	1.104	3.4	0.179	0.992	47.1	6.199	259.53	19.615666666666662	3.1406666666666645	3.680833333333336	15.0375	83.04166666666667	0.85	0.0	576.5	0.718	-0.932	8	79	135.0	-9.22351510088976	13.140188945819338	-10.082	2012
2012-08-14	0.647	1.65	0.058	0.886	33.8	14.355	294.065	19.687833333333334	3.172833333333333	3.5482083333333336	17.234583333333337	80.375	0.875	0.0	651.4	0.666	-0.904	8	79	140.0	-6.711923941262762	11.756460435553787	-9.5163	2012
2012-08-21	0.653	0.736	0.3	1.82	27.4	9.276	268.9075	19.642666666666667	3.1556666666666686	3.11975	15.740416666666668	95.25	0.8708333333333332	0.1	187.6	0.437	-0.903	8	79	147.0	-8.727307153387478	9.812605728364955	-14.5	2012
2012-08-28	1.394	1.447	0.63	1.252	27.1	8.004	247.035	18.337	0.8079999999999998	3.011000000000001	12.285833333333333	79.95833333333333	0.6291666666666667	1.0	561.7	0.649	-0.856	8	79	154.0	-12.76877472627496	3.0921625480931283	-14.5	2012
2012-09-19	0.393	1.488	1.191	1.762	7.0	11.128	299.22	14.976833333333332	0.1068333333333324	4.03325	11.2525	56.3625	0.5541666666666668	1.6000000000000003	361.5	1.078	-1.455	9	79	176.0	-21.0	0.0255040360081974	-15.0	2012
2012-09-25	0.501	0.893	1.177	1.649	9.8	6.186	306.6425	13.4869	-0.0906000000000002	3.017958333333333	9.715416666666666	55.975	0.9416666666666664	1.7000000000000002	158.1	1.296	-1.367	9	79	182.0	-21.0	0.0122674745648867	-15.0	2012
2012-10-03	1.196	1.863	1.176	1.572	18.1	3.238	303.125	12.72395	-0.0402500000000021	3.0965416666666665	11.44791666666667	57.59583333333333	0.8041666666666667	1.1000000000000003	350.7	2.067	-1.355	10	79	190.0	-21.0	0.0104156810515301	-15.0	2012
2012-10-17	2.807	1.212	1.207	1.555	28.1	2.852	318.3575	10.053525	-0.0627750000000002	3.8046666666666655	9.561666666666667	87.54166666666667	0.7666666666666665	1.1999999999999995	250.2	1.988	-1.532	10	79	204.0	-21.0	0.0017327391530107	-15.0	2012
2012-10-30	5.693	0.415	1.219	1.556	39.6	2.14	328.20500000000004	6.82127	-0.0470600000000001	4.6704583333333325	4.439166666666667	98.25	0.975	4.700000000000002	51.25	2.033	-2.021	10	79	217.0	-21.0	0.0026569443177105	-15.0	2012
2012-11-13	6.81	0.529	1.199	1.487	41.4	2.128	355.5475	4.818455	-0.072375	3.738125	2.7445833333333334	90.54166666666669	0.4041666666666667	0.0	218.5	1.738	-2.124	11	79	231.0	-21.0	0.0	-15.0	2012
2012-11-27	7.916	0.592	1.247	1.396	45.5	1.827	369.455	4.462210000000001	-0.0590799999999989	6.719333333333332	4.104166666666667	88.95833333333333	1.0	16.399999999999995	11.55	0.971	-1.809	11	79	245.0	-21.0	0.0	-15.0	2012
2013-04-09	12.324	0.563	1.124	1.397	61.9	1.788	393.595	0.9551465	-2.6261835	1.527875	-2.932499999999999	65.375	0.3083333333333332	0.0	674.6	0.298	-1.123	4	139	-18.0	-21.0	0.0120592158293926	-14.5	2013
2013-04-15	11.884	0.233	1.018	1.343	61.5	2.779	396.875	1.38623	-2.1774400000000003	4.329291666666667	5.88625	85.66666666666667	0.975	1.0	186.7	0.921	-1.004	4	139	-12.0	-21.0	0.019426569321464	-14.5	2013
2013-04-22	8.855	0.78	0.606	1.391	49.1	8.152	359.5325	2.560125	-1.151335	4.004625000000001	4.987916666666666	65.95833333333333	0.8125	1.1000000000000003	345.1	12.272	-1.698	4	139	-5.0	-21.0	0.0489618688493216	-14.5	2013
2013-04-29	2.859	0.367	0.085	1.864	36.5	23.156	413.985	3.81404	0.1409599999999997	5.362791666666666	7.33166666666667	71.20833333333333	0.65	0.1	755.0	8.361	-5.162	4	139	2.0	-21.0	0.3096690055208637	-15.0	2013
2013-05-06	0.007	0.35	0.151	1.307	11.3	30.62	449.6125	6.253045	0.1972550000000001	4.284625	11.545000000000002	64.08333333333333	0.1166666666666666	0.0	731.0	2.907	-4.947	5	139	9.0	-21.0	0.0886243082703774	-15.0	2013
2013-05-13	0.076	0.127	0.125	1.034	0.9	22.93	482.4225	11.508666666666668	5.048666666666668	2.926041666666667	12.41666666666667	73.45833333333333	0.5541666666666668	0.0	732.0	1.566	-4.052	5	139	16.0	-4.800659835153522	0.9606503361718692	-3.6907	2013
2013-05-20	0.104	0.253	0.098	0.598	1.2	3.457	410.2325	12.137166666666667	5.265166666666667	2.27125	13.470833333333331	91.33333333333331	0.9166666666666666	0.0	755.0	1.438	-3.328	5	139	23.0	-3.691702837479467	1.3506161372426644	-9.0055	2013
2013-05-27	0.008	0.524	0.091	0.587	2.7	2.574	348.4375	12.705666666666666	5.331666666666666	3.277416666666667	12.819166666666668	83.04166666666667	0.8083333333333336	0.0	756.0	1.416	-2.734	5	139	30.0	-7.897848354279371	1.6029756334474785	-7.9149	2013
2013-06-03	0.125	0.371	0.061	0.478	4.9	2.194	320.62749999999994	16.763166666666667	8.912166666666668	3.388583333333333	14.871666666666664	89.08333333333333	0.6166666666666668	10.5	783.0	1.241	-2.257	6	139	37.0	-3.377086427954451	4.748239098409512	-8.0572	2013
2013-06-11	0.048	0.168	0.065	0.591	6.6	2.747	295.9375	17.171999999999997	8.727999999999996	4.220916666666667	13.774166666666664	77.70833333333333	0.2499999999999999	0.0	564.6	1.054	-1.844	6	139	45.0	-5.131011008724924	5.89905709749556	-8.6677	2013
2013-06-18	0.119	0.576	0.072	0.501	7.0	2.685	290.70500000000004	17.3685	8.342500000000001	3.037041666666666	14.257916666666668	84.75	0.2791666666666666	4.200000000000002	576.57	0.875	-1.57	6	139	52.0	-8.593613900001476	8.491222378246658	-7.5599	2013
2013-06-26	0.01	0.652	0.07	0.477	11.8	2.024	284.375	18.7765	9.219499999999998	3.847125	17.425416666666667	91.33333333333331	0.6625	8.099999999999996	677.5	0.612	-1.311	6	139	60.0	-2.0889890210371	3.2197530297511854	-7.6108	2013
2013-07-08	0.007	0.543	0.098	0.57	15.9	3.692	278.98749999999995	19.97066666666667	10.11066666666667	5.539666666666668	16.81291666666667	66.0	0.4875	0.0	556.1	0.3399999999999999	-1.048	7	139	72.0	-6.68058222719987	9.302564279394849	-8.3066	2013
2013-07-24	0.681	0.97	0.231	0.864	28.5	9.374	279.375	17.557333333333332	7.040333333333333	3.936	17.08791666666667	80.70833333333333	0.1791666666666667	0.0	748.0	0.157	-1.275	7	139	88.0	-13.23173827896423	2.1720700957767463	-11.2233	2013
2013-08-05	0.019	0.468	0.038	0.744	29.6	6.952	310.23749999999995	20.539666666666665	9.593666666666666	3.692958333333333	20.12375	67.875	0.1666666666666667	0.0	715.0	0.108	-1.184	8	139	100.0	-3.882586789472021	2.875353576224652	-10.4485	2013
2013-08-13	0.005	1.216	0.128	0.753	31.4	8.136	273.83	19.41333333333333	7.309333333333335	3.1864583333333325	15.328333333333331	84.58333333333333	0.4999999999999999	0.6999999999999997	560.6	0.118	-1.025	8	139	108.0	-7.244689416981663	2.880526195131256	-9.5251	2013
2013-08-20	0.036	0.508	0.134	0.71	21.7	9.319	282.1875	19.01233333333333	6.535333333333334	3.999708333333333	17.566666666666666	73.95833333333333	0.7791666666666668	0.0	668.1	0.099	-0.867	8	139	115.0	-10.15639787974395	3.268800106117161	-10.595	2013
2013-08-27	0.007	0.198	0.128	0.674	11.4	4.373	308.2025	19.171666666666667	6.738666666666667	2.628083333333333	17.973750000000003	71.75	0.2374999999999999	0.0	652.8	0.079	-0.998	8	139	122.0	-4.21433939042172	4.954712510607773	-10.6801	2013
2013-09-04	0.124	0.539	0.452	0.96	13.2	6.635	269.925	17.724333333333334	4.947333333333335	1.396375	15.265416666666669	79.79166666666667	0.2249999999999999	0.0	573.4	0.065	-0.976	9	139	130.0	-14.22974374272908	21.677548609213016	-11.6216	2013
2013-09-10	0.266	0.857	0.49	1.132	17.3	3.304	270.4675	17.762999999999998	4.833999999999998	3.1132916666666666	16.40791666666667	92.91666666666669	0.6083333333333334	0.0	388.5	0.055	-1.12	9	139	136.0	-4.651549311274588	4.14673914463179	-11.7357	2013
2013-10-01	1.818	3.222	1.52	1.911	39.1	3.53	282.97	12.786	0.1029999999999997	2.426333333333333	5.975833333333333	86.29166666666667	0.5916666666666667	0.0	375.2	0.539	-0.584	10	139	157.0	-21.0	0.048905509161001	-15.0	2013
2013-10-08	2.931	2.01	1.535	1.942	41.2	3.46	299.45500000000004	11.936833333333333	0.0848333333333322	4.68425	14.25625	91.04166666666669	0.7416666666666667	1.8999999999999992	126.0	0.377	-0.56	10	139	164.0	-21.0	0.0214551281108577	-15.0	2013
2013-10-23	6.227	3.402	1.522	1.854	49.3	3.735	312.8925	9.060625	-0.0364550000000001	4.802958333333335	13.045000000000002	97.375	0.975	0.1	75.7	0.4679999999999999	-0.316	10	139	179.0	-21.0	0.0020185462737879	-15.0	2013
2013-11-05	6.636	0.429	1.524	1.796	49.1	4.231	323.36	8.34104	-0.1302099999999999	6.003166666666665	5.677916666666667	99.08333333333331	0.9166666666666666	7.199999999999998	109.9	0.5660000000000001	-0.253	11	139	192.0	-21.0	0.0217650971128669	-15.0	2013
2013-11-19	7.384	0.439	1.522	1.741	53.9	4.263	347.5	6.139894999999999	-0.1239850000000011	3.3900416666666664	6.36375	98.75	0.9791666666666666	0.0	51.05	0.846	-0.314	11	139	206.0	-21.0	0.0048398725070839	-15.0	2013
2014-04-01	8.937	0.195	0.757	1.138	60.1	9.024	424.065	3.359435	-0.1373950000000001	3.594416666666667	1.273333333333333	79.79166666666667	0.5124999999999998	0.2	389.6	1.868	-1.752	4	38	39.0	-21.0	0.0074497266108756	-15.0	2014
2014-04-08	7.879	0.234	0.667	1.172	54.0	6.061	422.345	3.924166666666667	0.0531666666666668	4.172291666666666	4.212083333333333	88.16666666666667	0.9541666666666668	2.100000000000001	227.4	1.154	-1.697	4	38	46.0	-21.0	0.0044682866021323	-15.0	2014
2014-04-14	5.094	0.374	0.521	1.055	51.6	6.764	409.6875	4.7815	0.2845000000000004	2.9365416666666664	6.727916666666668	71.0	0.4958333333333334	0.2	630.9	1.436	-1.652	4	38	52.0	-21.0	0.0005791445135065	-15.0	2014
2014-04-23	1.742	0.041	0.255	0.85	45.5	8.519	425.00250000000005	6.020166666666667	0.3061666666666669	5.393750000000001	5.331666666666666	55.29166666666666	0.0249999999999999	0.0	729.0	0.83	-1.539	4	38	61.0	-21.0	0.8228823856771333	-15.0	2014
2014-04-29	0.97	0.11	0.037	0.781	32.2	6.884	431.7975	9.032666666666666	2.6646666666666654	3.4093750000000003	7.808333333333334	74.91666666666667	0.6750000000000002	0.0	514.8	0.576	-1.43	4	38	67.0	-4.892140044091056	0.4708001353325838	-9.4596	2014
2014-05-05	0.298	0.123	0.086	0.707	29.6	9.265	388.595	8.039833333333334	0.1178333333333343	4.617333333333333	4.583333333333333	65.16666666666667	0.2416666666666666	0.0	748.0	0.661	-1.34	5	38	73.0	-21.0	0.003488738500504	-15.0	2014
2014-05-13	0.145	0.079	0.169	0.566	22.9	7.004	369.2225	8.470166666666666	0.4241666666666663	3.975125	7.909583333333331	77.875	0.8500000000000001	0.0	705.0	1.0950000000000002	-1.249	5	38	81.0	-7.577403247780102	0.2059792762393081	-15.0	2014
2014-05-20	0.043	0.169	0.076	0.529	21.5	1.648	353.98749999999995	11.973	3.2090000000000014	3.5377500000000004	15.991666666666662	77.125	0.4541666666666666	0.0	654.5	0.885	-1.175	5	38	88.0	-1.664729411810585	0.4970062117422443	-5.259	2014
2014-05-27	0.141	0.123	0.053	0.428	22.4	1.329	324.4525	14.186166666666669	5.153166666666667	8.490374999999998	7.9325	73.04166666666667	0.9083333333333332	0.0	553.9	0.622	-1.079	5	38	95.0	-4.786007146352691	0.5918544027823056	-9.4573	2014
2014-06-03	1.753	1.696	0.17	0.509	27.4	1.862	319.8425	13.321666666666664	2.820666666666666	3.184875	11.74125	88.16666666666667	0.6625	6.5	367.9	0.549	-0.974	6	38	102.0	-7.008797343262409	0.2886807543691752	-11.1184	2014
2014-06-23	0.419	0.738	0.19	0.536	33.8	3.084	296.1725	14.496333333333332	0.1453333333333315	6.457375	9.441249999999998	92.20833333333331	0.7666666666666666	15.699999999999994	288.1	0.322	-0.779	6	38	122.0	-21.0	0.0064028036773895	-15.0	2014
2014-07-01	0.631	0.975	0.176	0.573	41.1	2.75	300.1575	15.095666666666668	0.7756666666666678	2.9142083333333333	13.170000000000002	84.95833333333333	0.9541666666666664	0.0	726.0	0.452	-0.693	7	38	130.0	-6.565814081409597	0.7509550976814056	-14.5	2014
2014-07-07	0.751	0.889	0.192	0.554	41.3	2.246	300.3125	16.658666666666665	2.040666666666665	2.9464583333333327	19.70583333333333	79.08333333333333	0.4666666666666666	0.0	746.0	0.426	-0.623	7	38	136.0	-2.446920934957269	0.673449062386936	-2.3244	2014
2014-07-16	0.206	0.766	0.066	0.543	40.3	2.565	293.51750000000004	19.969833333333334	5.6178333333333335	4.26875	19.67125	79.16666666666667	0.4208333333333333	0.0	645.8	0.264	-0.568	7	38	145.0	-4.974042124439277	1.7928723641420403	-9.1704	2014
2014-07-29	0.497	0.453	0.02	0.638	39.1	11.726	336.25	24.531333333333336	10.467333333333336	2.623208333333334	23.61333333333333	76.66666666666667	0.4208333333333331	0.0	681.0	0.142	-0.67	7	38	158.0	-3.159994694484479	7.041400229530645	-5.1118	2014
2014-08-05	0.35	1.51	0.149	0.53	42.6	7.896	276.5625	22.576000000000004	8.352000000000004	2.554958333333334	23.565	82.33333333333333	0.3666666666666667	0.0	673.1	0.179	-0.647	8	38	165.0	-5.639567897365147	6.3813517686326025	-7.0635	2014
2014-08-12	0.259	0.286	0.009	0.763	34.8	13.1	279.535	22.424333333333333	7.985333333333333	4.477333333333332	18.404166666666672	73.45833333333333	0.4083333333333332	0.0	699.9	0.207	-0.55	8	38	172.0	-6.074622910085922	7.9660102949693	-7.9875	2014
2014-08-19	0.251	0.504	0.032	0.534	34.4	5.665	263.4375	20.0855	5.4895	4.153291666666667	15.169583333333335	83.16666666666667	0.4416666666666668	4.0	571.3	0.209	-0.485	8	38	179.0	-7.300396099721434	6.679034824456372	-9.533	2014
2014-08-26	1.541	0.708	0.204	0.762	35.5	3.404	256.095	17.890166666666666	2.8421666666666656	4.571375	13.255416666666669	94.625	0.9708333333333332	18.5	56.11	0.16	-0.539	8	38	186.0	-10.65518403901856	6.797898656430511	-12.7502	2014
2014-09-02	2.348	1.963	0.594	1.165	36.3	3.695	262.815	16.772833333333335	0.9838333333333348	2.78275	15.135416666666666	80.0	0.2374999999999999	0.0	620.3	0.142	-0.615	9	38	193.0	-14.17082736965529	9.303317727063831	-14.5	2014
2014-09-09	2.068	1.489	0.625	1.256	42.3	1.862	271.1725	17.03533333333333	0.8663333333333298	2.232916666666667	15.1825	87.3875	0.5916666666666668	0.0	472.0	0.107	-0.663	9	38	200.0	-4.222734611936584	1.1541060549989506	-14.5	2014
2014-09-16	1.319	0.749	0.536	1.253	36.3	4.199	280.78	16.874666666666666	1.0216666666666665	1.1490833333333337	12.482499999999996	89.95833333333333	0.4375	0.0	523.1	0.0849999999999999	-0.579	9	38	207.0	-10.73527635287128	22.827932935795044	-14.5	2014
2014-10-14	7.211	0.501	1.166	1.421	56.6	1.848	296.1725	12.1405	0.0535000000000014	3.567458333333333	9.272083333333333	92.70833333333331	0.5666666666666668	0.0	24.05	0.8220000000000001	-0.809	10	38	235.0	-21.0	0.0397951157930271	-15.0	2014
2014-10-21	4.011	0.116	1.05	1.489	61.9	1.595	302.0325	11.111333333333333	0.0343333333333326	3.832833333333333	6.551666666666667	90.08333333333331	0.9875000000000002	1.0	131.5	0.8220000000000001	-0.717	10	38	242.0	-21.0	0.0114091241551245	-15.0	2014
2014-11-12	10.044	0.71	1.048	1.531	76.1	1.129	331.4075	7.945	-0.0866699999999998	1.9713333333333336	5.210416666666666	97.875	0.5791666666666667	0.0	172.8	0.85	-0.516	11	38	264.0	-21.0	0.0	-15.0	2014
2015-04-07	0.211	0.679	0.179	1.098	40.2	30.188	485.395	3.117645	-0.0881449999999999	4.656458333333334	6.6937500000000005	64.04166666666667	0.4583333333333333	0.0	592.5	2.071	-1.824	4	78	23.0	-21.0	0.0016469783096169	-15.0	2015
2015-04-21	0.009	0.305	0.019	0.462	38.6	2.686	401.015	5.6451666666666656	0.3121666666666653	3.970166666666666	7.840416666666667	63.875	0.2166666666666666	0.0	716.0	0.81	-1.675	4	78	37.0	-21.0	0.0028429346902111	-15.0	2015
2015-04-28	0.039	0.487	0.115	0.379	33.9	3.496	385.47	7.537833333333334	0.7468333333333339	2.445791666666666	6.611249999999999	70.83333333333333	0.6083333333333333	0.0	755.0	0.477	-1.544	4	78	44.0	-21.0	0.5987342028694373	-4.1022	2015
2015-05-04	0.081	0.399	0.083	0.344	31.0	2.977	367.5775	7.801666666666667	0.1576666666666666	3.2889166666666667	6.440416666666667	83.54166666666667	0.75	1.7999999999999996	557.1	0.355	-1.433	5	78	50.0	-21.0	0.2084701594199357	-15.0	2015
2015-05-11	0.07	0.065	0.068	0.457	31.0	2.764	349.22	9.556666666666668	0.4026666666666667	3.679208333333334	10.6075	66.875	0.5624999999999999	1.3999999999999997	642.0	0.286	-1.268	5	78	57.0	-21.0	0.3592360842947659	-15.0	2015
2015-06-02	0.086	0.114	0.063	0.474	37.5	1.862	317.89250000000004	12.181833333333335	0.159833333333335	4.701583333333333	11.14375	73.0	0.8833333333333333	2.399999999999999	520.4	0.913	-1.308	6	78	79.0	-17.33123553734289	0.807108007103202	-15.0	2015
2015-06-10	0.063	0.366	0.03	0.651	38.4	1.343	318.7525	13.3005	0.3324999999999996	6.070000000000003	14.6975	55.125	0.8083333333333335	0.0	475.3	0.742	-1.195	6	78	87.0	-21.0	0.8325343755838073	-15.0	2015
2015-06-16	0.096	0.104	0.075	0.44	40.9	2.672	312.345	14.958333333333334	1.7783333333333342	3.347125	12.17375	66.375	0.5375	0.0	729.0	0.4639999999999999	-1.133	6	78	93.0	-8.070690053840691	0.5244344408629453	-12.7373	2015
2015-06-23	0.007	0.237	0.058	0.743	43.6	1.741	308.7525	15.217833333333331	2.235833333333334	3.402416666666666	14.464166666666664	84.83333333333333	0.6625	11.5	529.9	0.422	-1.005	6	78	100.0	-3.641135111071149	1.232600728633517	-4.6606	2015
2015-06-23	0.007	0.237	0.058	0.743	43.6	1.741	312.314	15.217833333333331	2.235833333333334	3.402416666666666	14.464166666666664	84.83333333333333	0.6625	11.5	529.9	0.422	-1.005	6	78	100.0	-3.641135111071149	1.232600728633517	-4.6606	2015
2015-06-30	0.046	0.194	0.03	0.495	43.2	2.778	307.58	17.471999999999998	4.179999999999998	3.3178333333333323	16.544583333333335	81.04166666666667	0.65	0.0	696.5	0.505	-0.903	6	78	107.0	-4.785663574933555	0.8181391615252875	-9.0743	2015
2015-06-30	0.046	0.194	0.03	0.495	43.2	2.778	313.18999999999994	17.471999999999998	4.179999999999998	3.3178333333333323	16.544583333333335	81.04166666666667	0.65	0.0	696.5	0.505	-0.903	6	78	107.0	-4.785663574933555	0.8181391615252875	-9.0743	2015
2015-07-14	0.367	0.377	0.039	0.441	50.5	3.588	291.485	18.44983333333333	4.454833333333335	1.360833333333333	16.193333333333335	77.83333333333333	0.2874999999999999	0.0	747.0	0.586	-0.794	7	78	121.0	-9.17163255124673	22.822004577518264	-9.5112	2015
2015-07-22	0.05	0.506	0.027	0.92	54.2	8.259	304.455	18.022	3.4310000000000027	5.5955	16.457500000000003	70.82083333333333	0.7000000000000001	1.0	464.6	0.842	-0.719	7	78	129.0	-5.670006603172728	4.697650674808186	-13.3155	2015
2015-07-22	0.05	0.506	0.027	0.92	54.2	8.259	299.252	18.022	3.4310000000000027	5.5955	16.457500000000003	70.82083333333333	0.7000000000000001	1.0	464.6	0.842	-0.719	7	78	129.0	-5.670006603172728	4.697650674808186	-13.3155	2015
2015-07-28	0.363	0.635	0.047	1.007	63.7	22.716	293.2825	17.903499999999998	3.1954999999999973	2.69775	15.245	88.66666666666667	0.9541666666666664	0.0	361.7	0.862	-0.685	7	78	135.0	-12.38161771529641	3.5555388206591254	-12.5348	2015
2015-07-28	0.363	0.635	0.047	1.007	63.7	22.716	292.75	17.903499999999998	3.1954999999999973	2.69775	15.245	88.66666666666667	0.9541666666666664	0.0	361.7	0.862	-0.685	7	78	135.0	-12.38161771529641	3.5555388206591254	-12.5348	2015
2015-08-03	0.526	1.695	0.093	0.77	68.2	13.006	293.51750000000004	18.297166666666666	2.484166666666665	3.259	16.040416666666665	76.08333333333333	0.2458333333333333	0.0	752.0	0.892	-0.662	8	78	141.0	-11.51991555897781	4.307050846754956	-14.5	2015
2015-08-03	0.526	1.695	0.093	0.77	68.2	13.006	293.002	18.297166666666666	2.484166666666665	3.259	16.040416666666665	76.08333333333333	0.2458333333333333	0.0	752.0	0.892	-0.662	8	78	141.0	-11.51991555897781	4.307050846754956	-14.5	2015
2015-08-11	0.207	0.84	0.106	1.157	65.7	12.458	321.5625	20.27	4.126000000000001	1.7335416666666668	17.915833333333335	84.08333333333333	0.7374999999999999	0.2	390.7	0.533	-0.732	8	78	149.0	-3.585037106346206	2.931309768440878	-6.5294	2015
2015-08-11	0.207	0.84	0.106	1.157	65.7	12.458	322.374	20.27	4.126000000000001	1.7335416666666668	17.915833333333335	84.08333333333333	0.7374999999999999	0.2	390.7	0.533	-0.732	8	78	149.0	-3.585037106346206	2.931309768440878	-6.5294	2015
2015-08-17	0.291	0.327	0.079	0.688	68.4	7.462	324.455	19.337	3.1789999999999985	2.998291666666667	16.796666666666667	78.75	0.125	0.0	716.0	0.375	-0.817	8	78	155.0	-5.24906199071579	4.056654744186909	-5.0076	2015
2015-08-17	0.291	0.327	0.079	0.688	68.4	7.462	317.94000000000005	19.337	3.1789999999999985	2.998291666666667	16.796666666666667	78.75	0.125	0.0	716.0	0.375	-0.817	8	78	155.0	-5.24906199071579	4.056654744186909	-5.0076	2015
2015-08-25	0.504	0.561	0.255	0.928	49.8	7.511	289.61	19.555666666666667	3.3136666666666663	3.5392500000000005	20.13083333333333	80.375	0.7458333333333336	0.5999999999999998	563.9	0.258	-0.865	8	78	163.0	-4.223106822559693	3.950385124825944	-4.8253	2015
2015-08-25	0.504	0.561	0.255	0.928	49.8	7.511	297.312	19.555666666666667	3.3136666666666663	3.5392500000000005	20.13083333333333	80.375	0.7458333333333336	0.5999999999999998	563.9	0.258	-0.865	8	78	163.0	-4.223106822559693	3.950385124825944	-4.8253	2015
2015-08-31	1.175	1.138	0.632	1.465	53.6	4.839	265.6275	19.07133333333333	1.5273333333333312	1.424875	16.145833333333332	81.16666666666667	0.8416666666666667	0.0	429.4	0.205	-0.82	8	78	169.0	-13.0780916938381	4.960317027816977	-13.9004	2015
2015-08-31	1.175	1.138	0.632	1.465	53.6	4.839	272.37600000000003	19.07133333333333	1.5273333333333312	1.424875	16.145833333333332	81.16666666666667	0.8416666666666667	0.0	429.4	0.205	-0.82	8	78	169.0	-13.0780916938381	4.960317027816977	-13.9004	2015
2015-09-08	3.514	2.621	1.332	1.794	6.7	6.26	262.3425	17.212166666666665	0.0191666666666634	6.609666666666668	12.33041666666667	82.25	0.5250000000000001	0.0	421.8	0.592	-0.72	9	78	177.0	-20.21920128613863	1.821779909504806	-15.0	2015
2015-09-08	3.514	2.621	1.332	1.794	6.7	6.26	266.12600000000003	17.212166666666665	0.0191666666666634	6.609666666666668	12.33041666666667	82.25	0.5250000000000001	0.0	421.8	0.592	-0.72	9	78	177.0	-20.21920128613863	1.821779909504806	-15.0	2015
2015-09-14	3.66	2.719	1.415	1.82	60.3	2.779	256.72	16.543333333333333	0.102333333333334	4.1414583333333335	15.738333333333337	83.16666666666667	0.7166666666666668	0.0	466.8	0.762	-0.628	9	78	183.0	-21.0	0.3711611462566753	-15.0	2015
2015-09-14	3.66	2.719	1.415	1.82	60.3	2.779	264.376	16.543333333333333	0.102333333333334	4.1414583333333335	15.738333333333337	83.16666666666667	0.7166666666666668	0.0	466.8	0.762	-0.628	9	78	183.0	-21.0	0.3711611462566753	-15.0	2015
2015-09-22	4.726	2.05	1.513	1.755	70.7	2.978	274.9225	16.186	0.189	1.923125	11.887083333333337	90.20833333333331	0.575	1.7000000000000002	493.7	0.874	-0.55	9	78	191.0	-21.0	1.4886323829061427	-15.0	2015
2015-09-22	4.726	2.05	1.513	1.755	70.7	2.978	277.748	16.186	0.189	1.923125	11.887083333333337	90.20833333333331	0.575	1.7000000000000002	493.7	0.874	-0.55	9	78	191.0	-21.0	1.4886323829061427	-15.0	2015
2015-09-29	6.414	1.487	1.53	1.849	75.8	3.035	282.66	14.9975	0.0955000000000012	3.4084583333333334	11.269583333333337	81.75	0.1583333333333334	0.0	452.4	0.838	-0.507	9	78	198.0	-21.0	0.0152950249122218	-15.0	2015
2015-09-29	6.414	1.487	1.53	1.849	75.8	3.035	283.18999999999994	14.9975	0.0955000000000012	3.4084583333333334	11.269583333333337	81.75	0.1583333333333334	0.0	452.4	0.838	-0.507	9	78	198.0	-21.0	0.0152950249122218	-15.0	2015
2015-10-13	6.858	0.748	1.437	1.703	83.6	3.404	290.70500000000004	11.946833333333332	0.2588333333333317	0.1755416666666666	5.978749999999999	89.59166666666665	0.9041666666666668	0.0	157.1	0.44	-0.424	10	78	212.0	-21.0	0.2407978129161355	-15.0	2015
2015-10-13	6.858	0.748	1.437	1.703	83.6	3.404	297.876	11.946833333333332	0.2588333333333317	0.1755416666666666	5.978749999999999	89.59166666666665	0.9041666666666668	0.0	157.1	0.44	-0.424	10	78	212.0	-21.0	0.2407978129161355	-15.0	2015
2015-10-21	6.966	0.669	1.324	1.654	87.7	2.672	287.66	10.945833333333333	0.0388333333333328	3.484666666666666	8.595	89.58333333333333	0.6708333333333334	0.5	323.5	0.438	-0.382	10	78	220.0	-21.0	0.1658792662311496	-15.0	2015
2015-10-21	6.966	0.669	1.324	1.654	87.7	2.672	296.626	10.945833333333333	0.0388333333333328	3.484666666666666	8.595	89.58333333333333	0.6708333333333334	0.5	323.5	0.438	-0.382	10	78	220.0	-21.0	0.1658792662311496	-15.0	2015
